industry_skill,job_count,demand_percentage,gap_status,matched_curriculum_skill,colleges,courses
Query Resolution,9,0.0373,unmatched,,,
Machining Operations,9,0.0373,unmatched,,,
Elastic Search,9,0.0373,unmatched,,,
DG Sets,9,0.0373,unmatched,,,
Hvac,9,0.0373,unmatched,,,
Measurement,9,0.0373,unmatched,,,
SEO Writing,9,0.0373,unmatched,,,
Commercial Management,9,0.0373,unmatched,,,
Commercial banking,9,0.0373,unmatched,,,
Uds,9,0.0373,unmatched,,,
Furniture Sales,9,0.0373,unmatched,,,
Schedule,9,0.0373,unmatched,,,
Inventory control,9,0.0373,unmatched,,,
Sales Analysis,9,0.0373,unmatched,,,
Sub Editing,9,0.0373,unmatched,,,
Part,9,0.0373,unmatched,,,
Electrical Products,9,0.0373,unmatched,,,
Electrical Purchase,9,0.0373,unmatched,,,
Integration Testing,9,0.0373,unmatched,,,
Applicant Tracking System,9,0.0373,unmatched,,,
Rct,9,0.0373,unmatched,,,
Appian,9,0.0373,unmatched,,,
PoS,9,0.0373,unmatched,,,
Hcpcs,9,0.0373,unmatched,,,
B2C Marketing,9,0.0373,unmatched,,,
Defect Management,9,0.0373,unmatched,,,
Power electronics,9,0.0373,unmatched,,,
Month End Closing,9,0.0373,unmatched,,,
Field Collections,9,0.0373,unmatched,,,
Operations Manager,9,0.0373,unmatched,,,
Customs,9,0.0373,unmatched,,,
Us Tax,9,0.0373,unmatched,,,
Customer Service Operations,9,0.0373,unmatched,,,
Arcsight,9,0.0373,unmatched,,,
Sdtm,9,0.0373,unmatched,,,
SCCM,9,0.0373,unmatched,,,
Vetting,9,0.0373,unmatched,,,
Hair Care,9,0.0373,unmatched,,,
SDK,9,0.0373,unmatched,,,
MEP Coordination,9,0.0373,unmatched,,,
Dc,9,0.0373,unmatched,,,
SAP implementation,9,0.0373,unmatched,,,
SAP testing,9,0.0373,unmatched,,,
Sdet,9,0.0373,unmatched,,,
Plastic Molding,9,0.0373,unmatched,,,
Platform Architecture,9,0.0373,unmatched,,,
Area sales management,9,0.0373,unmatched,,,
Technical writing,9,0.0373,unmatched,,,
Customer Service Training,9,0.0373,unmatched,,,
Mainframe Production Support,9,0.0373,unmatched,,,
Jcl,9,0.0373,unmatched,,,
Landscaping,9,0.0373,unmatched,,,
Glass,9,0.0373,unmatched,,,
Infrastructure Management,9,0.0373,unmatched,,,
Jrss,9,0.0373,unmatched,,,
Student Development,9,0.0373,unmatched,,,
JQuery,9,0.0373,unmatched,,,
Predictive Maintenance,9,0.0373,unmatched,,,
Python Testing,9,0.0373,unmatched,,,
QA Automation,9,0.0373,unmatched,,,
Denial Handling,9,0.0373,unmatched,,,
Mq,9,0.0373,unmatched,,,
Sales Report,9,0.0373,unmatched,,,
Sales Order,9,0.0373,unmatched,,,
Springboot Java,9,0.0373,unmatched,,,
Strategic Purchasing,9,0.0373,unmatched,,,
Vulnerability,9,0.0373,unmatched,,,
Bonds,9,0.0373,unmatched,,,
Customer Audits,9,0.0373,unmatched,,,
IR,9,0.0373,unmatched,,,
Legal compliance,9,0.0373,unmatched,,,
SAP QM,9,0.0373,unmatched,,,
Complaint Management,9,0.0373,unmatched,,,
Reservation,9,0.0373,unmatched,,,
Critical Thinking,9,0.0373,unmatched,,,
HRM,9,0.0373,unmatched,,,
International Technical Support,9,0.0373,unmatched,,,
Enterprise Structure,9,0.0373,unmatched,,,
Enterprise architecture,9,0.0373,unmatched,,,
Servicenow Itsm,9,0.0373,unmatched,,,
CNC Maintenance,9,0.0373,unmatched,,,
Curriculum Planning,9,0.0373,unmatched,,,
Interfaces,9,0.0373,unmatched,,,
Front End,9,0.0373,unmatched,,,
Curriculum Improvement,9,0.0373,unmatched,,,
Fashion Consultant,9,0.0373,unmatched,,,
Workday Hcm,9,0.0373,unmatched,,,
Toolings,9,0.0373,unmatched,,,
Tosca Automation,9,0.0373,unmatched,,,
Paid Marketing,9,0.0373,unmatched,,,
Client Retention,9,0.0373,unmatched,,,
Client Satisfaction,9,0.0373,unmatched,,,
It Services Sales,9,0.0373,unmatched,,,
Design Verification,9,0.0373,unmatched,,,
Infrastructure Architecture,9,0.0373,unmatched,,,
Accounting Software,9,0.0373,unmatched,,,
Accounts And Finance,9,0.0373,unmatched,,,
Tool Room Management,9,0.0373,unmatched,,,
Business solutions,9,0.0373,unmatched,,,
Secretarial Operations,9,0.0373,unmatched,,,
Microsoft Office Applications,9,0.0373,unmatched,,,
FastAPI,9,0.0373,unmatched,,,
Oracle Financials,9,0.0373,unmatched,,,
Microsoft Powerapps,9,0.0373,unmatched,,,
Culinary,9,0.0373,unmatched,,,
EPM,9,0.0373,unmatched,,,
Sales engineering,9,0.0373,unmatched,,,
Client Support,9,0.0373,unmatched,,,
Marketing campaigns,9,0.0373,unmatched,,,
OT,9,0.0373,unmatched,,,
French Language,9,0.0373,unmatched,,,
Credit underwriting,9,0.0373,unmatched,,,
Responsive Design,9,0.0373,unmatched,,,
Critical Analysis,9,0.0373,unmatched,,,
Technical Hiring,9,0.0373,unmatched,,,
Large Corporates,9,0.0373,unmatched,,,
Enrollment,9,0.0373,unmatched,,,
Manpower Planning,9,0.0373,unmatched,,,
AI/ML,9,0.0373,unmatched,,,
Windchill,9,0.0373,unmatched,,,
SAP IBP,9,0.0373,unmatched,,,
Internet,9,0.0373,unmatched,,,
Balance Sheet Reconciliation,9,0.0373,unmatched,,,
Steel Structures,9,0.0373,unmatched,,,
Sql Programming,9,0.0373,partial/semantic_match,Sql,University of Mumbai,MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100
Incident Response,9,0.0373,unmatched,,,
Rest Api Development,9,0.0373,unmatched,,,
Rest Api Services,9,0.0373,unmatched,,,
VMC Programming,9,0.0373,unmatched,,,
Management Accounting,9,0.0373,unmatched,,,
Ux Design,9,0.0373,unmatched,,,
GMP,9,0.0373,unmatched,,,
Primavera P6,9,0.0373,unmatched,,,
Proposal Engineering,9,0.0373,unmatched,,,
Public Speaking,9,0.0373,unmatched,,,
Accounts Teacher,9,0.0373,unmatched,,,
Accounts receivable,9,0.0373,unmatched,,,
Smoke Testing,9,0.0373,unmatched,,,
Bss,9,0.0373,unmatched,,,
Diagnosis,9,0.0373,unmatched,,,
Proofreading,9,0.0373,unmatched,,,
Six sigma,9,0.0373,unmatched,,,
MS Office suite,9,0.0373,unmatched,,,
Ledger Scrutiny,9,0.0373,unmatched,,,
Team Leader,9,0.0373,unmatched,,,
Restaurant Management,9,0.0373,unmatched,,,
Restfull Api,9,0.0373,unmatched,,,
Team Lead,9,0.0373,unmatched,,,
Cpq,9,0.0373,unmatched,,,
Development Manager,9,0.0373,unmatched,,,
Property Management,9,0.0373,unmatched,,,
Sales promotion,9,0.0373,unmatched,,,
Sample Collection,9,0.0373,unmatched,,,
Diet Counselling,9,0.0373,unmatched,,,
General Management,9,0.0373,unmatched,,,
Project engineering,9,0.0373,unmatched,,,
Sap Bods,9,0.0373,unmatched,,,
Marketing Analytics,9,0.0373,unmatched,,,
Banking Voice,9,0.0373,unmatched,,,
Lathe,9,0.0373,unmatched,,,
Physics Teacher,9,0.0373,unmatched,,,
Teaching Techniques,9,0.0373,unmatched,,,
Team Building,9,0.0373,unmatched,,,
Teaching Literature,9,0.0373,unmatched,,,
Medical Monitoring,9,0.0373,unmatched,,,
Medical Records,9,0.0373,unmatched,,,
Agribusiness,9,0.0373,unmatched,,,
Agriculture,9,0.0373,unmatched,,,
US Market,9,0.0373,unmatched,,,
Cabling,9,0.0373,unmatched,,,
Lead Management,9,0.0373,unmatched,,,
HAZOP,9,0.0373,unmatched,,,
Cosmetics,9,0.0373,unmatched,,,
Rfi,9,0.0373,unmatched,,,
Vapt,9,0.0373,unmatched,,,
APIs,9,0.0373,unmatched,,,
VSAM,9,0.0373,unmatched,,,
Order processing,9,0.0373,unmatched,,,
Content editing,9,0.0373,unmatched,,,
Performance Metrics,9,0.0373,unmatched,,,
Performance Appraisal,9,0.0373,unmatched,,,
Retail Store Operations,9,0.0373,unmatched,,,
MS Outlook,9,0.0373,unmatched,,,
Project Governance,9,0.0373,unmatched,,,
US Accounting,9,0.0373,unmatched,,,
Exp,9,0.0373,unmatched,,,
Agm,9,0.0373,unmatched,,,
Ip,9,0.0373,unmatched,,,
Business Development Manager,9,0.0373,unmatched,,,
Building Design,9,0.0373,unmatched,,,
Transfer,9,0.0373,unmatched,,,
Active Dataguard,9,0.0373,unmatched,,,
KRA,9,0.0373,unmatched,,,
Dispute resolution,9,0.0373,unmatched,,,
Audit Work,9,0.0373,unmatched,,,
Audit Report,9,0.0373,unmatched,,,
Audit Assurance,9,0.0373,unmatched,,,
Lead Operations,9,0.0373,unmatched,,,
Augmented Reality,9,0.0373,unmatched,,,
Sourcing Strategy,9,0.0373,unmatched,,,
Cables,9,0.0373,unmatched,,,
Budgetary Control,9,0.0373,unmatched,,,
Snowsql,9,0.0373,unmatched,,,
Distribution system,9,0.0373,unmatched,,,
Adhesives,9,0.0373,unmatched,,,
Transfer Pricing,9,0.0373,unmatched,,,
Project Administration,9,0.0373,unmatched,,,
PM,9,0.0373,unmatched,,,
Leasing,9,0.0373,unmatched,,,
Immigration,9,0.0373,unmatched,,,
Management services,9,0.0373,unmatched,,,
Corporate Banking,9,0.0373,unmatched,,,
Meta Ads,9,0.0373,unmatched,,,
Tamil,9,0.0373,unmatched,,,
ISO Audit,9,0.0373,unmatched,,,
Facade,9,0.0373,unmatched,,,
Oracle Scm,9,0.0373,unmatched,,,
Dynamic,9,0.0373,unmatched,,,
Finance Operation,9,0.0373,unmatched,,,
Social Media Optimization,9,0.0373,unmatched,,,
TL,9,0.0373,unmatched,,,
Autocad Electrical,9,0.0373,unmatched,,,
HPDC,9,0.0373,unmatched,,,
HPLC,9,0.0373,unmatched,,,
Formulas,9,0.0373,unmatched,,,
Mediclaim,9,0.0373,unmatched,,,
Chemistry Teacher,9,0.0373,unmatched,,,
Business Communication,9,0.0373,unmatched,,,
ML,9,0.0373,unmatched,,,
3D Model,9,0.0373,unmatched,,,
Final Quality,9,0.0373,unmatched,,,
Dlp,9,0.0373,unmatched,,,
NEET Faculty,9,0.0373,unmatched,,,
Economics Teacher,9,0.0373,unmatched,,,
Influencer Marketing,9,0.0373,unmatched,,,
SOX Compliance,9,0.0373,unmatched,,,
Supplier Management,9,0.0373,unmatched,,,
Wfo,9,0.0373,unmatched,,,
Collaboration,9,0.0373,unmatched,,,
Visual,9,0.0373,unmatched,,,
SaaS,9,0.0373,unmatched,,,
Dot Net,9,0.0373,unmatched,,,
NICU,9,0.0373,unmatched,,,
MS Excel,9,0.0373,unmatched,,,
Maritime,9,0.0373,unmatched,,,
PGT Economics,9,0.0373,unmatched,,,
PGT English,9,0.0373,unmatched,,,
Institutional Business,9,0.0373,unmatched,,,
Duck Creek,9,0.0373,unmatched,,,
GTS,8,0.0332,unmatched,,,
NAV Calculation,8,0.0332,unmatched,,,
Finance Sales,8,0.0332,unmatched,,,
Travel Agency,8,0.0332,unmatched,,,
JDBC,8,0.0332,unmatched,,,
Web Designing,8,0.0332,unmatched,,,
Exhibitions,8,0.0332,unmatched,,,
Circuit,8,0.0332,unmatched,,,
Ciena,8,0.0332,unmatched,,,
Cds Views,8,0.0332,unmatched,,,
IT Hardware Sales,8,0.0332,unmatched,,,
Sap Ecc,8,0.0332,unmatched,,,
Sap Business Objects Data Services,8,0.0332,unmatched,,,
Dynamo Db,8,0.0332,unmatched,,,
Director,8,0.0332,unmatched,,,
Snowpipe,8,0.0332,unmatched,,,
Facility Operations,8,0.0332,unmatched,,,
FTP,8,0.0332,unmatched,,,
Loss Prevention,8,0.0332,unmatched,,,
Medicare,8,0.0332,unmatched,,,
AutoCAD 3D,8,0.0332,unmatched,,,
Melting,8,0.0332,unmatched,,,
AML,8,0.0332,unmatched,,,
Engagement management,8,0.0332,unmatched,,,
Personal Assistance,8,0.0332,unmatched,,,
Calypso,8,0.0332,unmatched,,,
Call Quality,8,0.0332,unmatched,,,
Spc,8,0.0332,unmatched,,,
Lean manufacturing,8,0.0332,unmatched,,,
Route Planning,8,0.0332,unmatched,,,
Selection,8,0.0332,unmatched,,,
Calculus,8,0.0332,unmatched,,,
Oracle e-business suite,8,0.0332,unmatched,,,
Internal Medicine,8,0.0332,unmatched,,,
Robotic Automation,8,0.0332,unmatched,,,
Fraud Investigation,8,0.0332,unmatched,,,
Corporate Interiors,8,0.0332,unmatched,,,
Corporate Governance,8,0.0332,unmatched,,,
Hr Processes,8,0.0332,unmatched,,,
Automation Selenium,8,0.0332,unmatched,,,
S4H,8,0.0332,unmatched,,,
Security services,8,0.0332,unmatched,,,
Systems,8,0.0332,unmatched,,,
Core PHP,8,0.0332,unmatched,,,
TS,8,0.0332,unmatched,,,
Core Java Development,8,0.0332,unmatched,,,
Core HR,8,0.0332,unmatched,,,
Core Data,8,0.0332,unmatched,,,
Team Management Skills,8,0.0332,unmatched,,,
Retail Marketing,8,0.0332,unmatched,,,
HR Recruiter,8,0.0332,unmatched,,,
Vendor Evaluation,8,0.0332,unmatched,,,
AKS,8,0.0332,unmatched,,,
ADF,8,0.0332,unmatched,,,
Incident,8,0.0332,unmatched,,,
Rfp,8,0.0332,unmatched,,,
Rice Components,8,0.0332,unmatched,,,
HACCP,8,0.0332,unmatched,,,
Robot,8,0.0332,unmatched,,,
Cost Accounting,8,0.0332,unmatched,,,
Metadata Management,8,0.0332,unmatched,,,
Target Orientation,8,0.0332,unmatched,,,
Target,8,0.0332,unmatched,,,
Oracle SQL,8,0.0332,unmatched,,,
Hro,8,0.0332,unmatched,,,
Microsoft Azure Iaas,8,0.0332,unmatched,,,
Credit Collection,8,0.0332,unmatched,,,
Creative Content,8,0.0332,unmatched,,,
Server Support,8,0.0332,unmatched,,,
Serv,8,0.0332,unmatched,,,
HR processes,8,0.0332,unmatched,,,
Medical Equipment Sales,8,0.0332,unmatched,,,
Consultancy Services,8,0.0332,unmatched,,,
Hotel Sales,8,0.0332,unmatched,,,
HR administration,8,0.0332,unmatched,,,
Employee Benefits,8,0.0332,unmatched,,,
Ats,8,0.0332,unmatched,,,
Team Coach,8,0.0332,unmatched,,,
Guidewire Development,8,0.0332,unmatched,,,
Revenue Analysis,8,0.0332,unmatched,,,
Board Meeting,8,0.0332,unmatched,,,
Assembling,8,0.0332,unmatched,,,
Rera,8,0.0332,unmatched,,,
Artwork,8,0.0332,unmatched,,,
Oracle Hcm Cloud,8,0.0332,unmatched,,,
Conferences,8,0.0332,unmatched,,,
SAP ECC,8,0.0332,unmatched,,,
Legal Advice,8,0.0332,unmatched,,,
Logistics Planning,8,0.0332,unmatched,,,
Crisis Management,8,0.0332,unmatched,,,
Crm Systems,8,0.0332,unmatched,,,
VOIP,8,0.0332,unmatched,,,
Rest Api Integration,8,0.0332,unmatched,,,
Solutioning,8,0.0332,unmatched,,,
Source Code Review,8,0.0332,unmatched,,,
Management Information System,8,0.0332,unmatched,,,
Fashion Designing,8,0.0332,unmatched,,,
Articulate,8,0.0332,unmatched,,,
Reporting Tools,8,0.0332,unmatched,,,
Nist,8,0.0332,unmatched,,,
Javas,8,0.0332,partial/semantic_match,Java,"University of Mumbai, Savitribai Phule Pune University","Unknown, MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100"
Remedy,8,0.0332,unmatched,,,
Customer Coordination,8,0.0332,unmatched,,,
Compressors,8,0.0332,unmatched,,,
Compounding,8,0.0332,unmatched,,,
People management skills,8,0.0332,unmatched,,,
International Customer Service,8,0.0332,unmatched,,,
Computer Hardware,8,0.0332,unmatched,,,
Aws Lambda,8,0.0332,unmatched,,,
Peon Activities,8,0.0332,unmatched,,,
Peopletools,8,0.0332,unmatched,,,
Legal Operations,8,0.0332,unmatched,,,
Fscm,8,0.0332,unmatched,,,
Work Permit System,8,0.0332,unmatched,,,
Human Capital,8,0.0332,unmatched,,,
Liaison,8,0.0332,unmatched,,,
Mechanical design,8,0.0332,unmatched,,,
Mechanical Skills,8,0.0332,unmatched,,,
Complaints,8,0.0332,unmatched,,,
Searching,8,0.0332,unmatched,,,
Secondary Research,8,0.0332,unmatched,,,
Microstation,8,0.0332,unmatched,,,
Groovy Scripting,8,0.0332,unmatched,,,
Relationship Management for Assets products,8,0.0332,unmatched,,,
Customer Focus,8,0.0332,unmatched,,,
Customer Experience Management,8,0.0332,unmatched,,,
Technical design,8,0.0332,unmatched,,,
User interface designing,8,0.0332,unmatched,,,
Industrial Construction,8,0.0332,unmatched,,,
Intercompany Reconciliation,8,0.0332,unmatched,,,
Real Estate Laws,8,0.0332,unmatched,,,
Ibm Integration Bus,8,0.0332,unmatched,,,
SEBI,8,0.0332,unmatched,,,
Communication Management,8,0.0332,unmatched,,,
SD Module,8,0.0332,unmatched,,,
Compensation And Benefits,8,0.0332,unmatched,,,
Sdwan,8,0.0332,unmatched,,,
Arbitration,8,0.0332,unmatched,,,
Regulatory Guidelines,8,0.0332,unmatched,,,
Technology solutions,8,0.0332,unmatched,,,
Indirect taxation,8,0.0332,unmatched,,,
LangChain,8,0.0332,unmatched,,,
Induction Program,8,0.0332,unmatched,,,
Ftp,8,0.0332,unmatched,,,
Oracle Database EE,8,0.0332,unmatched,,,
New Product Launch,8,0.0332,unmatched,,,
Azure Logic Apps,8,0.0332,unmatched,,,
Otc,8,0.0332,unmatched,,,
Hospital Management,8,0.0332,unmatched,,,
Sponsorship,8,0.0332,unmatched,,,
Handling Calls,8,0.0332,unmatched,,,
Mean Stack,8,0.0332,unmatched,,,
Reactors,8,0.0332,unmatched,,,
Plugins,8,0.0332,unmatched,,,
Appdynamics,8,0.0332,unmatched,,,
Apparel Merchandising,8,0.0332,unmatched,,,
Term Loan,8,0.0332,unmatched,,,
Appliances,8,0.0332,unmatched,,,
Investor Relations,8,0.0332,unmatched,,,
Jig Fixture,8,0.0332,unmatched,,,
Jmeter,8,0.0332,unmatched,,,
Intellectual property,8,0.0332,unmatched,,,
Data Flow,8,0.0332,unmatched,,,
REVIT Architecture,8,0.0332,unmatched,,,
Vmc,8,0.0332,unmatched,,,
Vlocity,8,0.0332,unmatched,,,
SOW,8,0.0332,unmatched,,,
Azure Paas,8,0.0332,unmatched,,,
Government Projects,8,0.0332,unmatched,,,
Raw Material,8,0.0332,unmatched,,,
Abap Programming,8,0.0332,unmatched,,,
Policy Center,8,0.0332,unmatched,,,
Territory Sales Management,8,0.0332,unmatched,,,
DWH Testing,8,0.0332,unmatched,,,
DV360,8,0.0332,unmatched,,,
Google cloud,8,0.0332,unmatched,,,
Early Childhood Education,8,0.0332,unmatched,,,
Journal,8,0.0332,unmatched,,,
Integration Architecture,8,0.0332,unmatched,,,
Financial operations,8,0.0332,unmatched,,,
Erp Support,8,0.0332,unmatched,,,
Hazard Identification,8,0.0332,unmatched,,,
Visa Processing,8,0.0332,unmatched,,,
Subject Matter Expertise,8,0.0332,unmatched,,,
RESTful API,8,0.0332,unmatched,,,
Data Review,8,0.0332,unmatched,,,
IOT,8,0.0332,unmatched,,,
Optometry,8,0.0332,unmatched,,,
Shop Floor Management,8,0.0332,unmatched,,,
Education Industry,8,0.0332,unmatched,,,
Portfolio Analysis,8,0.0332,unmatched,,,
Model Development,8,0.0332,unmatched,,,
Motion,8,0.0332,unmatched,,,
Shuttering,8,0.0332,unmatched,,,
Textile,8,0.0332,unmatched,,,
Testng,8,0.0332,unmatched,,,
Testing Process,8,0.0332,unmatched,,,
Datafactory,8,0.0332,unmatched,,,
Thermal Power Plant,8,0.0332,unmatched,,,
Sccm,8,0.0332,unmatched,,,
Sales Ability,8,0.0332,unmatched,,,
Cnn,8,0.0332,unmatched,,,
Cash Flow,8,0.0332,unmatched,,,
Vmware Vsphere,8,0.0332,unmatched,,,
Showroom,8,0.0332,unmatched,,,
Gold Loan,8,0.0332,unmatched,,,
Data Transformation,8,0.0332,unmatched,,,
Anesthesia,8,0.0332,unmatched,,,
Insurance Advisory,8,0.0332,unmatched,,,
Dealing,8,0.0332,unmatched,,,
Qlik,8,0.0332,unmatched,,,
Analog,8,0.0332,unmatched,,,
Site Visit,8,0.0332,unmatched,,,
Panel Designing,8,0.0332,unmatched,,,
Etl Pipelines,8,0.0332,unmatched,,,
Sales Analytics,8,0.0332,unmatched,,,
FDA,8,0.0332,unmatched,,,
Bending,8,0.0332,unmatched,,,
Power Apps Development,8,0.0332,unmatched,,,
ETP,8,0.0332,unmatched,,,
Quality audit,8,0.0332,unmatched,,,
Quality Process,8,0.0332,unmatched,,,
CAM writing,8,0.0332,unmatched,,,
Infographics,8,0.0332,unmatched,,,
Machine Tools,8,0.0332,unmatched,,,
Machine Shop Production,8,0.0332,unmatched,,,
Site engineering,8,0.0332,unmatched,,,
Material Handling Equipments,8,0.0332,unmatched,,,
Healthcare Operations,8,0.0332,unmatched,,,
WCS,8,0.0332,unmatched,,,
Closure,8,0.0332,unmatched,,,
BOQ,8,0.0332,unmatched,,,
Link Building,8,0.0332,unmatched,,,
School Management,8,0.0332,unmatched,,,
Ppc Campaigns,8,0.0332,unmatched,,,
ERP Functional,8,0.0332,unmatched,,,
L3,8,0.0332,unmatched,,,
Inward Inspection,8,0.0332,unmatched,,,
Operational risk,8,0.0332,unmatched,,,
Uk Accounting,8,0.0332,unmatched,,,
Geography,8,0.0332,unmatched,,,
Kyc Operations,8,0.0332,unmatched,,,
Presales Consulting,8,0.0332,unmatched,,,
L2,8,0.0332,unmatched,,,
Financial Markets,8,0.0332,unmatched,,,
Oncology,8,0.0332,unmatched,,,
Cataloguing,8,0.0332,unmatched,,,
Client relationship management,8,0.0332,unmatched,,,
Packaging Material,8,0.0332,unmatched,,,
Strategic sourcing,8,0.0332,unmatched,,,
Closing,8,0.0332,unmatched,,,
Beauty,8,0.0332,unmatched,,,
Bearings,8,0.0332,unmatched,,,
Health Economics,8,0.0332,unmatched,,,
Tool design,8,0.0332,unmatched,,,
Brochures,8,0.0332,unmatched,,,
Prospecting,8,0.0332,unmatched,,,
Business Process Management,8,0.0332,unmatched,,,
Development Testing,8,0.0332,unmatched,,,
Detail Engineering,8,0.0332,unmatched,,,
Ewm,8,0.0332,unmatched,,,
Mass Hiring,8,0.0332,unmatched,,,
Event Sales,8,0.0332,unmatched,,,
Event Planning,8,0.0332,unmatched,,,
Waiter Activities,8,0.0332,unmatched,,,
Client management,8,0.0332,unmatched,,,
EKS,8,0.0332,unmatched,,,
US Staffing,8,0.0332,unmatched,,,
Preventive maintenance,8,0.0332,unmatched,,,
Airport,8,0.0332,unmatched,,,
Software Quality Assurance,8,0.0332,unmatched,,,
Sitecore,8,0.0332,unmatched,,,
E-Invoicing,8,0.0332,unmatched,,,
Operation Maintenance,8,0.0332,unmatched,,,
Neonatology,8,0.0332,unmatched,,,
Salesforce Integration,8,0.0332,unmatched,,,
Salesforce CRM,8,0.0332,unmatched,,,
IT management,8,0.0332,unmatched,,,
Wholesale banking,8,0.0332,unmatched,,,
Fix,8,0.0332,unmatched,,,
Detail Drawings,8,0.0332,unmatched,,,
Mulesoft Integration,8,0.0332,unmatched,,,
Promotional Campaigns,8,0.0332,unmatched,,,
Devices,8,0.0332,unmatched,,,
Punching,8,0.0332,unmatched,,,
Geometry,8,0.0332,unmatched,,,
EMC,8,0.0332,unmatched,,,
Net Development,8,0.0332,unmatched,,,
Snowflake Sql,8,0.0332,unmatched,,,
Act,8,0.0332,unmatched,,,
Mvvm,8,0.0332,unmatched,,,
Project Finance,8,0.0332,unmatched,,,
Snowflake Db,8,0.0332,unmatched,,,
Training Programs,8,0.0332,unmatched,,,
Cisco ASA,8,0.0332,unmatched,,,
Water treatment,8,0.0332,unmatched,,,
Hematology,8,0.0332,unmatched,,,
Helper Activities,8,0.0332,unmatched,,,
Market development,8,0.0332,unmatched,,,
Statistical Programming,8,0.0332,unmatched,,,
Executive Support,8,0.0332,unmatched,,,
US IT Recruitment,8,0.0332,unmatched,,,
Training Delivery,8,0.0332,unmatched,,,
Film Making,8,0.0332,unmatched,,,
It Audit,8,0.0332,unmatched,,,
Zoho Books,8,0.0332,unmatched,,,
Child Development,8,0.0332,unmatched,,,
Oauth,8,0.0332,unmatched,,,
Market Planning,8,0.0332,unmatched,,,
Export finance,8,0.0332,unmatched,,,
Staad Pro,8,0.0332,unmatched,,,
History,8,0.0332,unmatched,,,
Process efficiency,8,0.0332,unmatched,,,
Product launch,8,0.0332,unmatched,,,
Instagram,8,0.0332,unmatched,,,
Domestic Voice,8,0.0332,unmatched,,,
Treasury Management,8,0.0332,unmatched,,,
MPLS,8,0.0332,unmatched,,,
Business Development And Marketing,8,0.0332,unmatched,,,
UI Development,8,0.0332,unmatched,,,
Hr Compliance,8,0.0332,unmatched,,,
