academic_year_or_version,program,branch,year,semester,course_code,course_title,unit_or_module,topic,source_page,source_section
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Steane Code,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Surface codes,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Noise simulation,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Error,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,mitigation techniques,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Error Correction and Noise,Fidelity analysis,45,Syllabus: Quantum Programming and Project (Page 45)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum key distribution,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,BB84 protocol,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,E91 protocol,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum teleportation,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum steganography,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Post-quantum cryptography,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum internet concepts,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum repeaters,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Quantum blockchain,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,BB84,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,simulation,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Quantum Cryptography and Security,Secure communication protocol implementation,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Literature survey techniques,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Research paper analysis,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Problem identification,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Research gap analysis,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Hypothesis,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,formulation,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Experimental design,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Benchmarking quantum systems,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Dataset selection,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Simulation methodologies,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Result analysis,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Technical paper writing,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Patent drafting,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,IEEE publication standards,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Research Project Selection,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Research Review,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Implementation Project,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Conference-style Presentation,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Research Methodology and Project Theory,Research Paper Submission,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-05,Quantum Programming and Project,Practical Applications,Different application areas,46,Syllabus: Quantum Programming and Project (Page 46)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Database system Architectures,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,[6 Hrs],47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Centralized and client server architectures,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Server system architecture,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,parallel systems,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Distributed systems,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Network Types,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Parallel Databases,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,I/O Parallelism,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Inter-query Parallelism,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Intra-query Parallelism,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Inter-operational Parallelism,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Intra-operational,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Parallelism,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Distributed Databases,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Homogeneous and Heterogeneous databases,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Distributed data storage,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Directory systems,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Distributed Transactions,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,[9 Hrs],47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,System Structure,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Commit protocols,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Concurrency control in Distributed databases,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Distributed Query,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,processing: Non join queries and joins,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Data Analysis and Mining,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Decision support system,47,Syllabus: Advanced Database Management Systems (Page 47)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,Final Year,Semester - VIII,MDM-06,Advanced Database Management Systems,Unit 1,Data Analysis and OLAP: Multidimensional data Model,47,Syllabus: Advanced Database Management Systems (Page 47)
