skill,skill_normalized,job_count,demand_percentage,total_jobs,data_version,calculated_at
Electrical Components,Electrical Components,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Abb,Abb,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Electrical design,Electrical design,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Email marketing,Email marketing,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Selenium Java,Selenium Java,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
procurement operations,Procurement Operations,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
technical specifications,Technical Specifications,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Conflict resolution,Conflict resolution,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
hlookup,Hlookup,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
JPA,JPA,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
JMeter,JMeter,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
KPI Monitoring,KPI Monitoring,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Connectors,Connectors,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Business Development Executive,Business Development Executive,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
MS Dynamics CRM,MS Dynamics CRM,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
ICU,ICU,13,0.0539,24113,1.0,2026-09-18T12:34:10.283307
Digital sales,Digital sales,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Zonal,Zonal,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Financial Sales,Financial Sales,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
MIS Operations,MIS Operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
software installation,Software Installation,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
progress 4gl,Progress 4Gl,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Social Studies,Social Studies,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
autosys,Autosys,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Content Management Systems,Content Management Systems,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Ccc,Ccc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
corporate hr,Corporate Hr,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
FIFO,FIFO,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
FMCG Marketing,FMCG Marketing,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
domestic bpo,Domestic Bpo,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Domestic Calling,Domestic Calling,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
triggers,Triggers,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Robot Framework,Robot Framework,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Construction Projects,Construction Projects,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
sap success factor,Sap Success Factor,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Legal Research,Legal Research,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
System Integration,System Integration,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Food Processing,Food Processing,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Basis,Basis,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
indesign,Indesign,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Report Generation,Report Generation,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Inventory Planning,Inventory Planning,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
antivirus,Antivirus,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Voucher Entry,Voucher Entry,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Test planning,Test planning,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Lwc,Lwc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Bom Preparation,Bom Preparation,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
articulate storyline,Articulate Storyline,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Generalist Activities,Generalist Activities,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Payment Gateways,Payment Gateways,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Montessori,Montessori,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Channel Development,Channel Development,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Premiere Pro,Premiere Pro,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Pre Engineered Building,Pre Engineered Building,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Property Loan,Property Loan,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Technical leadership,Technical leadership,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
api gateway,Api Gateway,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
WPF,WPF,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Australian Process,Australian Process,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Branch Banking,Branch Banking,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Offer Generation,Offer Generation,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Rhino,Rhino,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
SAP S/4HANA,SAP S/4HANA,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Mechatronics,Mechatronics,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Daily Production Planning,Daily Production Planning,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
pega prpc,Pega Prpc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
as,As,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Factory Operations,Factory Operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
sap grc,Sap Grc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Customer Service Management,Customer Service Management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
azure active directory,Azure Active Directory,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Shrinkage Control,Shrinkage Control,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Brand,Brand,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Drafting Agreements,Drafting Agreements,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Product Life Cycle,Product Life Cycle,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Robotic Process Automation,Robotic Process Automation,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Content management,Content management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
conti,Conti,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Cards,Cards,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
vpn,Vpn,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Marketing Communication,Marketing Communication,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Fund accounting,Fund accounting,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Liabilities,Liabilities,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Power Query,Power Query,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Travel Sales,Travel Sales,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Transport Operations,Transport Operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Workday Functional,Workday Functional,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
C2C,C2C,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Foundry,Foundry,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Billing Engineering,Billing Engineering,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Process design,Process design,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Control Panel,Control Panel,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
PT,PT,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Solution architecture,Solution architecture,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Unix Shell Scripting,Unix Shell Scripting,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Access,Access,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Journal entries,Journal entries,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Surveyor,Surveyor,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
hedge funds,Hedge Funds,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Steward Activities,Steward Activities,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
stlc,Stlc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
psychology,Psychology,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Life Cycle Management,Life Cycle Management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Postgres Database,Postgres Database,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
mdm,Mdm,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Salesforce Sales Cloud,Salesforce Sales Cloud,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
F#,F#,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Fitness,Fitness,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
webdynpro,Webdynpro,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Solution sales,Solution sales,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Service Cloud,Service Cloud,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Project Tracking,Project Tracking,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Technical Voice Process,Technical Voice Process,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Mass Mailing,Mass Mailing,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
SOP,SOP,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Commercial Projects,Commercial Projects,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
RTR,RTR,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Energy,Energy,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
linux system administration,Linux System Administration,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Creative,Creative,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
ABAP,ABAP,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Machine Maintenance,Machine Maintenance,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Capital market,Capital market,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
JEE,JEE,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Security operations,Security operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Security Engineering,Security Engineering,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
speciality chemicals,Speciality Chemicals,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
IT support,IT support,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Tomcat,Tomcat,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
redhat openshift,Redhat Openshift,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Recruitment Operations,Recruitment Operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
New product development,New product development,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Abap On Hana,Abap On Hana,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
ectd,Ectd,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Job Portals,Job Portals,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Control Plan,Control Plan,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Ad Sales,Ad Sales,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Exercise,Exercise,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
CSM,CSM,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
hr operations,Hr Operations,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
PCI DSS,PCI DSS,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
JBoss,JBoss,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Dispatch Planning,Dispatch Planning,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Resourcing,Resourcing,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Data mining,Data mining,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Data warehousing,Data warehousing,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
AS400,AS400,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
MVVM,MVVM,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Business continuity,Business continuity,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Assembly Line,Assembly Line,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Photography,Photography,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Php Development,Php Development,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
credit management,Credit Management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Workforce planning,Workforce planning,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
eks,Eks,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
clinical programming,Clinical Programming,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Clinical research,Clinical research,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
ITI Electrical,ITI Electrical,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Cloud Storage,Cloud Storage,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Remote Support,Remote Support,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Selection process,Selection process,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Front desk,Front desk,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Interior Architecture,Interior Architecture,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Utility,Utility,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Nexus,Nexus,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Electronics Engineering,Electronics Engineering,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Sales Growth,Sales Growth,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Sales Entry,Sales Entry,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Calibration,Calibration,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Release management,Release management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Reliability,Reliability,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Audit Management,Audit Management,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Art,Art,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Agile methodology,Agile methodology,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
opd,Opd,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
3D modeling,3D modeling,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
7Qc,7Qc,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
Financial Products,Financial Products,12,0.0498,24113,1.0,2026-09-18T12:34:10.283307
software asset management,Software Asset Management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
ICWA,ICWA,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
business advisory,Business Advisory,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Purchase Requisition,Purchase Requisition,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
MS Office tools,MS Office tools,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
it security,It Security,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
it sales,It Sales,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Building Materials,Building Materials,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
social work,Social Work,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Calendaring,Calendaring,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Blogs,Blogs,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Web services,Web services,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Manager,Manager,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
asana,Asana,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Installation And Commissioning,Installation And Commissioning,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Leadership development,Leadership development,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Routing And Switching,Routing And Switching,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Conveyors,Conveyors,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Copa,Copa,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Call Audit,Call Audit,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
selenium webdriver,Selenium Webdriver,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Tally Software,Tally Software,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
corporate communication,Corporate Communication,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
article writing,Article Writing,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
bmc remedy,Bmc Remedy,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Blue Prism,Blue Prism,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Flooring,Flooring,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Web API,Web API,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Calls Handling,Calls Handling,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Calls,Calls,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Driving,Driving,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Drilling,Drilling,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
ruby,Ruby,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
PMO,PMO,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
OTC,OTC,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
data manipulation,Data Manipulation,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Data Lake,Data Lake,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Api Automation,Api Automation,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Event management,Event management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
GenAI,GenAI,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Gen AI,Gen AI,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
release management,Release Management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Fixed assets,Fixed assets,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
External audit,External audit,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
PCB Designing,PCB Designing,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
PCB,PCB,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Sea Freight,Sea Freight,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Excel Powerpoint,Excel Powerpoint,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
mortgage underwriting,Mortgage Underwriting,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Meeting Planning,Meeting Planning,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Warehouse management,Warehouse management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Packaging Design,Packaging Design,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Ev,Ev,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
process documentation,Process Documentation,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Trade finance,Trade finance,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Gold loan,Gold loan,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Data entry,Data entry,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
mortgage sales,Mortgage Sales,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
auditor,Auditor,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Product Engineering,Product Engineering,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
OO ABAP,OO ABAP,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Palo Alto Firewall,Palo Alto Firewall,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Dice,Dice,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Digital Advertising,Digital Advertising,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Bi Publisher,Bi Publisher,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Juniper,Juniper,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Primavera,Primavera,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
UNIT,UNIT,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Manufacturing Process,Manufacturing Process,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Cash management,Cash management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Overseas Education,Overseas Education,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Outsourcing,Outsourcing,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Risk analytics,Risk analytics,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Corporate Finance,Corporate Finance,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Illustration,Illustration,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Conflict management,Conflict management,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Visual Studio,Visual Studio,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Visual Merchandising,Visual Merchandising,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Cc,Cc,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Data Extraction,Data Extraction,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
SAP B1,SAP B1,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
System Engineering,System Engineering,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
EMI,EMI,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Industrial Product Sales,Industrial Product Sales,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Mobile applications,Mobile applications,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Loan Recovery,Loan Recovery,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Consultancy,Consultancy,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
HR operations,HR operations,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
NLP,NLP,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
solution development,Solution Development,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Maintenance Operations,Maintenance Operations,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
maintenance activities,Maintenance Activities,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Laptop Support,Laptop Support,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
sap security,Sap Security,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
Sap Sales And Distribution,Sap Sales And Distribution,11,0.0456,24113,1.0,2026-09-18T12:34:10.283307
